name,version,publisher,install_location,uninstall_string,source
Microsoft Windows Desktop Runtime - 9.0.11 (x86),72.44.42433,Microsoft Corporation,,MsiExec.exe /X{32E18794-2172-4439-81AE-4C9A01ED39D3},registry
Microsoft Windows Desktop Runtime - 9.0.12 (x64),72.48.45460,Microsoft Corporation,,MsiExec.exe /X{FE52B4ED-13FE-4577-AF57-150ED5995731},registry
Microsoft Windows Desktop Runtime - 9.0.13 (x64),72.52.47159,Microsoft Corporation,,MsiExec.exe /X{A58D99B5-9613-4E04-9254-8052BDC85B4B},registry
Microsoft Windows Desktop Runtime - 9.0.14 (x64),72.56.48819,Microsoft Corporation,,MsiExec.exe /X{8CE06646-49A6-427F-9155-5E1F50190E08},registry
Microsoft Windows Desktop Runtime - 9.0.15 (x64),72.60.50530,Microsoft Corporation,,MsiExec.exe /X{49C0C973-52B5-4F6D-AD4F-9B9DF928BAC6},registry
Microsoft Windows Desktop Runtime - 9.0.16 (x64),72.64.52194,Microsoft Corporation,,MsiExec.exe /X{68B6EE5D-A526-4492-9481-0132A3479FD0},registry
Microsoft Windows Desktop Runtime - 9.0.17 (x64),72.68.53601,Microsoft Corporation,,MsiExec.exe /X{02387076-6763-4FC4-A33C-41F4B807DE44},registry
Microsoft Windows Desktop Runtime - 9.0.3 (x64),72.12.29522,Microsoft Corporation,,MsiExec.exe /X{E4F4C068-697F-4148-8CDA-738802A3A83A},registry
Microsoft Windows Desktop Runtime - 9.0.7 (x64),72.28.35985,Microsoft Corporation,,MsiExec.exe /X{56FCF501-A7CF-42F8-B159-6B9F19090AED},registry
Microsoft Windows Desktop Runtime - 9.0.9 (x64),72.36.39253,Microsoft Corporation,,MsiExec.exe /X{74A3ED70-360C-45CE-8032-568ADA78352E},registry
Microsoft Windows Desktop Targeting Pack - 8.0.22 (x64),64.88.42561,Microsoft Corporation,,MsiExec.exe /X{019B5E05-8AF0-401A-9E49-9ADA9A21C9DF},registry
Microsoft Windows Desktop Targeting Pack - 8.0.22 (x86),64.88.42561,Microsoft Corporation,,MsiExec.exe /X{D36E8177-52FB-41CF-922E-D4BD8A944831},registry
Microsoft Windows Desktop Targeting Pack - 9.0.1 (x64),72.4.26276,Microsoft Corporation,,MsiExec.exe /X{022F4ED5-C2B0-44A7-9909-003CA5749853},registry
Microsoft Windows Desktop Targeting Pack - 9.0.11 (x64),72.44.42433,Microsoft Corporation,,MsiExec.exe /X{03E3CFF2-B212-4659-AA9E-BBCF1C1EE396},registry
Microsoft Windows Desktop Targeting Pack - 9.0.11 (x86),72.44.42433,Microsoft Corporation,,MsiExec.exe /X{E7435B88-D375-4960-BDEE-6AED70EC6ACE},registry
Microsoft Windows Desktop Targeting Pack - 9.0.12 (x64),72.48.45460,Microsoft Corporation,,MsiExec.exe /X{4D537243-1C36-4E80-8A27-A4E43A811C81},registry
Microsoft Windows Desktop Targeting Pack - 9.0.13 (x64),72.52.47159,Microsoft Corporation,,MsiExec.exe /X{8EFA3414-6591-4296-97A4-0C2DBD5D2BAD},registry
Microsoft Windows Desktop Targeting Pack - 9.0.14 (x64),72.56.48819,Microsoft Corporation,,MsiExec.exe /X{701F71AE-5DE0-410F-A621-55A232BC8E24},registry
Microsoft Windows Desktop Targeting Pack - 9.0.15 (x64),72.60.50530,Microsoft Corporation,,MsiExec.exe /X{4F587A66-B03B-4869-B1FD-0ACC324378B7},registry
Microsoft Windows Desktop Targeting Pack - 9.0.16 (x64),72.64.52194,Microsoft Corporation,,MsiExec.exe /X{E9ED4D6F-DEC9-44C4-887F-930F97323824},registry
Microsoft Windows Desktop Targeting Pack - 9.0.17 (x64),72.68.53601,Microsoft Corporation,,MsiExec.exe /X{9DF6104E-5BF8-4486-8189-DD4C06C01D8C},registry
Microsoft Windows Desktop Targeting Pack - 9.0.3 (x64),72.12.29522,Microsoft Corporation,,MsiExec.exe /X{17E364FB-ECDB-49FC-9EBC-7A84F8999B9D},registry
Microsoft Windows Desktop Targeting Pack - 9.0.7 (x64),72.28.35985,Microsoft Corporation,,MsiExec.exe /X{B2325289-1BF5-4BDB-B1B0-B8E854267126},registry
Microsoft Windows Desktop Targeting Pack - 9.0.9 (x64),72.36.39253,Microsoft Corporation,,MsiExec.exe /X{78459006-1582-48B9-BA30-6B62FBF78E0B},registry
Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64),35.0.7,Microsoft Corporation,,MsiExec.exe /X{76737228-5B3F-4431-9C02-BC3C1B25198B},registry
Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64),35.0.78,Microsoft Corporation,,MsiExec.exe /X{6C7D2654-26BF-4029-809E-2E018404BA4E},registry
Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64),64.136.23253,Microsoft Corporation,,MsiExec.exe /X{2E5C5364-621F-4F22-8B81-18524D6F0361},registry
Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64),18.0.9617,Microsoft Corporation,,MsiExec.exe /X{736FFE9E-6571-4059-B73D-F97F07E9F98D},registry
Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,,MsiExec.exe /X{DCB49BE7-CAB9-4AF2-9CB5-C3F0567771AE},registry
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64),18.0.9617,Microsoft Corporation,,MsiExec.exe /X{393886C4-81D0-4CB7-BE11-B2B974BAE978},registry
Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,,MsiExec.exe /X{8B045548-527C-4D2A-8A42-44713C3DBA15},registry
Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64),15.0.9617,Microsoft Corporation,,MsiExec.exe /X{16C48C75-42D8-4E6A-845B-233207524190},registry
Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,,MsiExec.exe /X{121950B6-0F21-4F0D-BF23-663BD6AA1926},registry
Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64),9.0.0,Microsoft Corporation,,MsiExec.exe /X{3214CADE-AAED-4B9A-8927-49D866E2A758},registry
Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64),9.0.111,Microsoft Corporation,,MsiExec.exe /X{899DB162-0A4A-407D-BF87-7C6D65F15610},registry
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64),18.0.9617,Microsoft Corporation,,MsiExec.exe /X{CF59BE56-B314-4B17-B3C2-8B7197681D56},registry
Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64),26.0.9752,Microsoft Corporation,,MsiExec.exe /X{86975E52-FB78-4CFF-9D23-E4DEA2F26F8A},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.44.26179,Microsoft Corporation,,MsiExec.exe /X{ED4843DF-A375-4522-AAC8-81456F595023},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.48.29394,Microsoft Corporation,,MsiExec.exe /X{0EE7607E-885A-4C77-A5C3-A5EDBB913112},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.48.35778,Microsoft Corporation,,MsiExec.exe /X{55D78F9F-2D0B-445D-98CC-B2B13A8DB8E1},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.48.39204,Microsoft Corporation,,MsiExec.exe /X{E5A89090-5379-42D6-A930-FA0C1E75A65E},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.52.42372,Microsoft Corporation,,MsiExec.exe /X{19CAB1A4-530C-444B-817A-B0B4DB167836},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.52.45351,Microsoft Corporation,,MsiExec.exe /X{8B1173E1-D5D3-4FE7-B72C-B9831589E2E7},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.56.47012,Microsoft Corporation,,MsiExec.exe /X{A14C997B-64D8-410B-8322-D360226DDEB4},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.56.48675,Microsoft Corporation,,MsiExec.exe /X{AB59D4BA-BE3B-4C22-B984-AA9E065842D0},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.56.50513,Microsoft Corporation,,MsiExec.exe /X{EF09C859-73C8-4DD6-A7BA-17A3E4263F14},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.56.52051,Microsoft Corporation,,MsiExec.exe /X{A23E7627-A531-4DFE-BC43-EF426FA9AAE0},registry
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),72.56.53443,Microsoft Corporation,,MsiExec.exe /X{1DD46564-4DAC-434D-8B07-08EC3AE5A84F},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.44.26179,Microsoft Corporation,,MsiExec.exe /X{80CED549-E591-4EDD-9006-D0907A6E687E},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.48.29394,Microsoft Corporation,,MsiExec.exe /X{9BE80FDC-ECC6-4B78-85F5-54A52EEE2810},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.48.35778,Microsoft Corporation,,MsiExec.exe /X{E51C9E85-9FC8-48FE-B1B9-BC671809A2BD},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.48.39204,Microsoft Corporation,,MsiExec.exe /X{01C2ADFF-D133-4B03-A219-438AFC7C1718},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.52.42372,Microsoft Corporation,,MsiExec.exe /X{79CAB1F5-56AB-47D9-B133-AEA53DB75213},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.52.45351,Microsoft Corporation,,MsiExec.exe /X{262A7A20-5481-49A9-B15A-BA7D9449DFB4},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.56.47012,Microsoft Corporation,,MsiExec.exe /X{9A3BB95D-1BC2-45CE-9E20-4857361BA9D1},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.56.48675,Microsoft Corporation,,MsiExec.exe /X{DA29E54E-9E8C-4DA4-9D78-A9024BE5876C},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.56.50513,Microsoft Corporation,,MsiExec.exe /X{296C204F-0CC9-4A2D-9B57-0FF6A3861AEA},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.56.52051,Microsoft Corporation,,MsiExec.exe /X{8337FF28-AE0C-4BD2-97D3-ECDBA41E5C03},registry
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),72.56.53443,Microsoft Corporation,,MsiExec.exe /X{889B1BA6-3136-4673-BB5F-9B300C191F95},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.44.26179,Microsoft Corporation,,MsiExec.exe /X{3147923D-653F-4494-8FDC-3738E733EDB3},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.48.29394,Microsoft Corporation,,MsiExec.exe /X{3D8061EE-69F1-4D9E-A065-326235AB338E},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.48.35778,Microsoft Corporation,,MsiExec.exe /X{AFDF18C2-65C1-4FF2-A62E-869175C7A56A},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.48.39204,Microsoft Corporation,,MsiExec.exe /X{9827913F-CFC0-46B2-AD2F-94749CA9F450},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.52.42372,Microsoft Corporation,,MsiExec.exe /X{6B5CCDC9-4C86-40D3-B068-909F210F0325},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.52.45351,Microsoft Corporation,,MsiExec.exe /X{78D949E6-D4C3-4C33-9C59-81B193DBDF3D},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.56.47012,Microsoft Corporation,,MsiExec.exe /X{4BFF3B52-A83E-4508-BEE1-D0608E11D8DD},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.56.48675,Microsoft Corporation,,MsiExec.exe /X{C6644939-33AC-4395-B668-402FD42BA3D7},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.56.50513,Microsoft Corporation,,MsiExec.exe /X{8E6D9593-13A1-4A33-AB84-5B49BB9C9AEA},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.56.52051,Microsoft Corporation,,MsiExec.exe /X{17CB33B1-4779-4BBF-A78D-FC247E7DE562},registry
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),72.56.53443,Microsoft Corporation,,MsiExec.exe /X{D3DCADB0-2437-4ABB-8D41-18BE10B2A537},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.44.26179,Microsoft Corporation,,MsiExec.exe /X{3BF99384-85F0-49DC-A595-3B5785EB053D},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.48.29394,Microsoft Corporation,,MsiExec.exe /X{D3EB7368-5E79-4BFF-9FBB-A16BE2C06376},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.48.35778,Microsoft Corporation,,MsiExec.exe /X{95C20316-CE5A-4298-8104-16B1A51F7E86},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.48.39204,Microsoft Corporation,,MsiExec.exe /X{EAD43E4D-F5D5-42D2-AD59-C77111D31AC0},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.52.42372,Microsoft Corporation,,MsiExec.exe /X{92A84299-B0DD-4E1F-96BC-832369C427D9},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.52.45351,Microsoft Corporation,,MsiExec.exe /X{5EA28EA0-5F31-484F-B792-7AF0739FFD03},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.56.47012,Microsoft Corporation,,MsiExec.exe /X{C168F46F-2A5B-475F-BD48-91C2B48E3122},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.56.48675,Microsoft Corporation,,MsiExec.exe /X{1B9AD5AC-6636-4611-AFDD-E4FE9EC3B885},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.56.50513,Microsoft Corporation,,MsiExec.exe /X{51EE69E5-AA0F-4386-8D59-97ACE65FB296},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.56.52051,Microsoft Corporation,,MsiExec.exe /X{5D6FA998-7E06-4109-BC2A-9BCB9FBD5C80},registry
Microsoft.NET.Workload.Emscripten.net8.Manifest (x64),72.56.53443,Microsoft Corporation,,MsiExec.exe /X{8C4FFF6F-29C5-4C13-BEB3-90258264D761},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.26282,Microsoft Corporation,,MsiExec.exe /X{ADBD362B-E092-4D12-8810-7D8B00A56134},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.29501,Microsoft Corporation,,MsiExec.exe /X{03DDDDB9-5602-43BC-81E8-557096BD886A},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.35968,Microsoft Corporation,,MsiExec.exe /X{1A8A1F37-1338-4380-AEAE-15897A4C212A},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.39216,Microsoft Corporation,,MsiExec.exe /X{4E1FC472-E489-4EEA-BDE8-BA96F62F4A93},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.42384,Microsoft Corporation,,MsiExec.exe /X{57B37245-9507-4121-9CAE-5A222479E6B7},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.45417,Microsoft Corporation,,MsiExec.exe /X{000DB6DD-94F4-42AF-B1C8-545708DB4961},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.47121,Microsoft Corporation,,MsiExec.exe /X{D685277E-7E78-46E7-B444-3461D2AEDEBE},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.48826,Microsoft Corporation,,MsiExec.exe /X{65ADB65C-239A-4B43-9580-4F3F5564E91C},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.50518,Microsoft Corporation,,MsiExec.exe /X{F02130C1-4BAE-435F-A207-719EAD3FA6D8},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.52183,Microsoft Corporation,,MsiExec.exe /X{42892BBF-0A1B-49B0-9D93-300314DD80A9},registry
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),72.0.53536,Microsoft Corporation,,MsiExec.exe /X{B64C1D4B-316F-45C6-AFCF-78F786DC9205},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.26282,Microsoft Corporation,,MsiExec.exe /X{F8AEBA6F-26E2-4456-8828-720EF59FDE0C},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.29501,Microsoft Corporation,,MsiExec.exe /X{6F6F63FE-A772-4CB6-9A09-7622FD389134},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.35968,Microsoft Corporation,,MsiExec.exe /X{4047115E-55CF-4B95-953E-CCA2E1C78F7B},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.39216,Microsoft Corporation,,MsiExec.exe /X{D9914CA9-109C-49C7-9789-9A1EC4887F3F},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.42384,Microsoft Corporation,,MsiExec.exe /X{07B3DD33-AE7C-4602-A336-70450DE99ACE},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.45417,Microsoft Corporation,,MsiExec.exe /X{B77986A4-4C29-4954-822D-F3C41F70A754},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.47121,Microsoft Corporation,,MsiExec.exe /X{A0E8369D-7CA6-443D-9D75-5F05DD177261},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.48826,Microsoft Corporation,,MsiExec.exe /X{2C405A91-A1AB-4A47-AC40-CD35C632E4CD},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.50518,Microsoft Corporation,,MsiExec.exe /X{38040FC8-D27A-48EB-9510-89449B4D21F4},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.52183,Microsoft Corporation,,MsiExec.exe /X{ECB34BE2-9FB8-4EAD-9022-14775DCCB8EA},registry
Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64),72.0.53536,Microsoft Corporation,,MsiExec.exe /X{3C1B9E79-6BCE-4374-BB8A-1D33C728A397},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.26282,Microsoft Corporation,,MsiExec.exe /X{C57AD08A-B3FF-46A1-933C-38902B7C79AF},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.29501,Microsoft Corporation,,MsiExec.exe /X{610364FC-8A10-402D-9191-5E2BBD429D7E},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.35968,Microsoft Corporation,,MsiExec.exe /X{DD034F79-68A3-4009-A477-0CE697E4D675},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.39216,Microsoft Corporation,,MsiExec.exe /X{CF35453F-ADE9-4897-9DC5-CC05017149F5},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.42384,Microsoft Corporation,,MsiExec.exe /X{339F62B1-2CFC-43F3-A338-04FA96E30AC7},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.45417,Microsoft Corporation,,MsiExec.exe /X{01739235-8A23-4A22-8799-8DCA9131DA78},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.47121,Microsoft Corporation,,MsiExec.exe /X{1251DF12-4CF1-4DF5-89D2-5E1469E88E21},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.48826,Microsoft Corporation,,MsiExec.exe /X{55DFE7C5-961B-4685-9561-ECA6E3C2ADB7},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.50518,Microsoft Corporation,,MsiExec.exe /X{5C53C623-9782-4AD5-A146-38CF2121F7D4},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.52183,Microsoft Corporation,,MsiExec.exe /X{BF70C598-51E6-4932-AB5E-AF1BEA8304B1},registry
Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64),72.0.53536,Microsoft Corporation,,MsiExec.exe /X{DD3DFC08-60AE-4CEE-94F6-9BE15123FE1F},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.26282,Microsoft Corporation,,MsiExec.exe /X{9F958C7B-8379-4F3B-B402-0470CD697284},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.29501,Microsoft Corporation,,MsiExec.exe /X{F3F4D342-59D7-4476-AFE8-F1A932829A19},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.35968,Microsoft Corporation,,MsiExec.exe /X{EE9A81C7-66CA-4C71-9C1D-E1312A435E78},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.39216,Microsoft Corporation,,MsiExec.exe /X{FF07AD3B-F82B-41F2-8062-88BDBDBDAEBB},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.42384,Microsoft Corporation,,MsiExec.exe /X{FBA3B2AC-561E-4417-8243-6BCE84AABD65},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.45417,Microsoft Corporation,,MsiExec.exe /X{243AF932-FC77-41A2-8F39-37EDF77E2D3B},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.47121,Microsoft Corporation,,MsiExec.exe /X{A4ACBC43-E197-464F-A5A1-0F0FB4CFFB22},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.48826,Microsoft Corporation,,MsiExec.exe /X{0EDAC286-5E7D-46E0-BCE5-8D71CBC0C1A0},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.50518,Microsoft Corporation,,MsiExec.exe /X{9420464F-8E4D-412D-A0F5-56EB7E56AC8D},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.52183,Microsoft Corporation,,MsiExec.exe /X{39C9C6A8-4579-407C-9A81-D4FCF3C342DC},registry
Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64),72.0.53536,Microsoft Corporation,,MsiExec.exe /X{1989DD4F-CE49-4C9A-8153-F8D5E4261633},registry
Migration Toolkit 55.7.0-1,55.7.0-1,EnterpriseDB,C:\Program Files\edb\mtk,"""C:\Program Files\edb\mtk\uninstall-edb-migrationtoolkit.exe""",registry
MSI Development Tools,10.1.22621.5040,Microsoft Corporation,,MsiExec.exe /I{6F03AE03-2D20-0681-A104-133BEAC8956D},registry
MSI Development Tools,10.1.26100.7175,Microsoft Corporation,,MsiExec.exe /I{0EB12BFD-6929-FDA3-5C9B-A5BA3CC107F9},registry
MySQL Installer,1.6.14.0,Oracle Corporation,,MsiExec.exe /I{3E861290-D963-4AC5-9A0B-93226D47F0F8},registry
MySQL Server 8.0,8.0.42,Oracle Corporation,C:\Program Files\MySQL\MySQL Server 8.0\,MsiExec.exe /I{A12B0204-7560-4821-9D34-A5F170287309},registry
MySQL Workbench 8.0 CE,8.0.42,Oracle Corporation,C:\Program Files\MySQL\MySQL Workbench 8.0,MsiExec.exe /I{CB651F1E-4B3C-496C-88DA-54499A6F8C6B},registry
Need for Speed - Most Wanted,,"R.G. Mechanics, markfiter",C:\Program Files (x86)\R.G. Mechanics\Need for Speed - Most Wanted\,"""C:\Users\oğuz\AppData\Roaming\Need for Speed - Most Wanted\Uninstall\unins000.exe"" /SILENT",registry
Node.js,22.19.0,Node.js Foundation,,MsiExec.exe /I{D5D89783-337A-43B7-B476-F14BA3F2FA26},registry
Notepad++ (64-bit x64),8.8.3,Notepad++ Team,,"""C:\Program Files\Notepad++\uninstall.exe"" /S",registry
Npcap,1.87,Nmap Project,C:\Program Files\Npcap,"""C:\Program Files\Npcap\uninstall.exe"" /S",registry
Npgsql 3.2.6,3.2.6-3,EnterpriseDB,C:\Program Files (x86)\PostgreSQL\Npgsql,"""C:\Program Files (x86)\PostgreSQL\Npgsql\uninstall-npgsql.exe""",registry
NvCpl,1.0,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.NvCPL.{5FF0F737-E85A-462E-8AC7-01296C30997E},,registry
NVIDIA AIUser Container,1.48,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.AIUser.{2B987CA9-BBB0-476F-B9FB-1CE8E135BDDD},,registry
NVIDIA App 11.0.7.247,11.0.7.247,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.{EB178282-A6CE-43F5-AF51-1D2596FD28AC},"""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.NvApp",registry
NVIDIA Backend,11.0.7.247,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.NvBackend.{8DE05113-BB19-4F3D-9AAB-52836506848C},,registry
NVIDIA Container,1.48,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\NvContainer,,registry
NVIDIA FrameView SDK 1.7.12227.37421622,1.7.12227.37421622,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\FrameViewSDK,"""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage FrameViewSdk",registry
NVIDIA Grafik Sürücüsü 595.97,595.97,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\Display.Driver.{AE9C2473-E411-43F7-B8D2-295836D5D60C},"""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.Driver",registry
NVIDIA HD Ses Sürücüsü 1.4.5.7,1.4.5.7,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\HDAudio.Driver.{AC3F1F79-77FD-4F95-9E02-6C53A77F1179},"""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage HDAudio.Driver",registry
NVIDIA Install Application,2.1002.442.0,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore,,registry
NVIDIA LocalSystem Container,1.48,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.LocalSystem.{3F13C673-BFAC-4B1B-A215-9923ED8DEE91},,registry
NVIDIA MessageBus 3 for NvApp,3.21,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.MessageBus.{F3265BDC-76EB-493A-BC14-5EC269C0F56A},,registry
NVIDIA NvDLISR,1.0,NVIDIA Corporation,C:\Program Files\NVIDIA Corporation\Installer2\NvDLISR.{AE32A1F6-D10C-4953-80C7-EE47CF5AE4F7},,registry
NVIDIA PhysX Sistem Yazılımı 9.23.1019,9.23.1019,NVIDIA Corporation,C:\Program Files (x86)\NVIDIA Corporation\PhysX,"""C:\windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.PhysX",registry
